"tweet_id","user_description","filtered","text","hashtags"
70530,"Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",TRUE,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 12/06 at 02:00PM
FREE Slots 
#COVISHIELD - Dose1:10, Dose2:6
PAID Slots 
#COVISHIELD - Dose1:1855, Dose2:98","'BBMP', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVISHIELD'"
50165,"A global leader in #geriatric residential living, healthcare, research, innovation and education, with a special focus on #brainhealth and #aging",TRUE,"Baycrest is leading the operation of a #COVIDVaccine clinic in the Englemount-Lawrence area with the support of the… https://t.co/TRqK4G5ice","'COVIDVaccine'"
87992,"Truth In Science. Advocate for responsible journalism. #MedicalFreedom",TRUE,"@CDCgov jigs up. #covidvaccineFail #COVIDー19 #CovidVaccine #CovidVaccineScam https://t.co/wo0r0dZ0qG","'covidvaccineFail', 'COVIDー19', 'CovidVaccine', 'CovidVaccineScam'"
84483,"When a man loves cats, I am his friend and comrade, without further introduction. - Mark Twain",TRUE,"Got my first #CovidVaccine today. TY to @moderna_tx @JNJNews &amp; @pfizer! TY to our medical personnel &amp; volunteers!… https://t.co/72Z3ud8jnW","'CovidVaccine'"
52786,NA,TRUE,"All people need to do is #donotcomply 

#CovidVaccine https://t.co/HH9kZ3zh3d","'donotcomply', 'CovidVaccine'"
50235,"Healthwire is a leading digital platform bringing #news on Health & Wellness. We aim for a healthier tomorrow.",TRUE,"Covaxin In Questions: This Is What You Need To Know

#Covaxin #BharatBiotech #COVID19 #CovidVaccine #CoronaVaccine… https://t.co/AncOxGt4ws","'Covaxin', 'BharatBiotech', 'COVID19', 'CovidVaccine', 'CoronaVaccine'"
98226,"live fat die yum",TRUE,"Round 2 of covid vaccine done 💉 #CovidVaccine #healthcareworkers #EssentialWorkers","'CovidVaccine', 'healthcareworkers', 'EssentialWorkers'"
89257,"Dig deep and empower yourself today. Stand in your inner strength. Be uniquely you.",TRUE,"Virus Expert Just Gave This """"New Surge"""" Warning

#coronavirus #coronavirustips #news #covidvaccine
https://t.co/EhPNB7K6gG","'coronavirus', 'coronavirustips', 'news', 'covidvaccine'"
19882,"just a girl from Kenya 🇰🇪 in Aussie 🇦🇺 ||God first ||Registered nurse 🩺|| Horticulturalist || Leo♌️",TRUE,"First dose in.....#COVIDVaccine https://t.co/TUB4muOuFy","'COVIDVaccine'"
91732,"प्रदेश सचिव, सोशल मीडिया @INCUttarPradesh

देश की बात।
#DeshKiBaat",TRUE,"This time no need of #BanglayBJP need #CovidVaccine .","'BanglayBJP', 'CovidVaccine'"
62065,NA,FALSE,"Scientists at Greifswald teaching hospital claim they have discovered the cause of blood clots among a small number… https://t.co/d7VxS5Jvm3",NA
54974,"Change the world",FALSE,"DAY 11 on the ventilator. I have always believed physicians are consultants. Working with others transparently for… https://t.co/MOXXs9vaIr",NA
46390,"Scientist in ultra-civil Japan. I'm a Western Barbarian here. My views on equality, ageism, racism are often greeted with shock.",TRUE,"So, the vaccine doses @BorisJohnson? How's Jared &amp; his wife? Seen much of Tony Abbott lately? Bedlam profitable the… https://t.co/nLFQTZeYy6",NA
7865,"Professor of Microbiology and Immunology at East Carolina University in the Brody School of Medicine, views are mine #Coronavirus, #COVID19",TRUE,"COVID hospitalizations are skyrocketing in NC!  #COVID19 #Covid #CovidVaccine #CoronaUpdate #CoronaPositive #coronavirus #CoronaVaccine  @ECUBrodySOM  #Covid_19 #COVID__19 https://t.co/fOIZclUObI","'COVID19', 'Covid', 'CovidVaccine', 'CoronaUpdate', 'CoronaPositive', 'coronavirus', 'CoronaVaccine', 'Covid_19', 'COVID__19'"
95883,"ICGP Lead COVID19 +Antibiotic Resistance Irish college of General practitioners, GP at Elmwood mum ,wife love life living and having fun. https://t.co/yUNAn99QzE",TRUE,"#covidVaccine will be offered to everyone in IRL but it cannot happen overnight. There is clear rollout plan that s… https://t.co/JaNtxQwKOR","'covidVaccine'"
42162,"I'm a bot working to find CVS & Rite Aid #Vaccine appointments in California",TRUE,"484 Rite Aids show #CovidVaccine slots in CA:
Bell Gardens
Beverly Hills
Culver City
Downey
El Segundo
Fresno
Gardena
Hollywood
Los Angeles
Lynwood
Maywood
Redondo Beach
Rolling Hills Ests
Roseville
Santa Rosa
Southgate
Temecula
Venice
West Hollywood","'CovidVaccine'"
28335,"Digital Marketer + Content | @FIT Alumni",TRUE,"Present COVID Vaccine Data: as most places struggle to vaccinate even 1% of their population, in Israel 21% of resi… https://t.co/Fqh2xxwm5W",NA
55125,"Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",TRUE,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 13/07 at 12:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:36, Dose2:85
#COVAXIN - Dose1:41, Dose2:38","'RURAL', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN'"
31808,"Flutter developer (Android and Web app)",TRUE,"Yeahhhhhhhhhhhhh
I am fully vaccinated.
#CovidVaccine","'CovidVaccine'"
65079,"Constitution matters, Fight for Freedom 🇺🇸, 1A & 2A, low taxes, very small Gov’t, USA 1st, secure borders, 5 kids, Formula 1 & Steelers fan - UofA Bear Down!",TRUE,"The FDA won’t approve the COVID vaccine until they see the long term effects.. to much liability. Think about that one as we have 10s of millions of test subjects….
#FDA #CovidVaccine #COVIDHealth #vaccineSideEffects","'FDA', 'CovidVaccine', 'COVIDHealth', 'vaccineSideEffects'"
33446,"Palliative doc & (on a good day) teacher of medicine. Imagining a world after capitalism & without cops. #BLM. I represent no one with these tweets. He/him/his.",TRUE,"This should be the headline about the J&amp;J #CovidVaccine #COVID19 https://t.co/cj0FrIDUqd https://t.co/f9ObKNvaYp","'CovidVaccine', 'COVID19'"
84585,"Wife, Mom, Grammy, retired union nurse. Love the beach, books & travel. I am a squeaky wheel. Proud Democrat",TRUE,"@apetrusk I had chills when I read that last line! 
So happy for her continued improvement.
#CovidVaccine","'CovidVaccine'"
97218,"Stargazer | Disorganized Poet | Life Design | Outdoor Experiential Ed | Public Health | Higher Ed | Human-Centered | #ADHD #DesignOutside (tweets = mine)",FALSE,"Public health needs the public! 

Right now, my 71 yr old dad - retired dentist, cancer survivor, quad ❤️bypass las… https://t.co/Kv6nWWJxXe",NA
58722,"Proud supporter of President Donald J. Trump. #AmericaFirst #StandWithIsrael #LawAndOrder #NRA #Capitalism",TRUE,"The great vaccination farce: Twice vaccinated Boris Johnson ordered to self-isolate https://t.co/QpQoykme9o #COVID19 #Boris #CovidVaccine","'COVID19', 'Boris', 'CovidVaccine'"
50083,"Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",TRUE,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 30/01 at 02:30PM
FREE Slots 0
PAID Slots 0","'BBMP', 'Bengaluru', 'CovidVaccine'"
38421,"Correspondent @NDTV.Views expressed here are personal.",TRUE,"#CovidVaccine 
#India
#covishield 

@SerumInstIndia CEO @adarpoonawalla says

""""We'll give 50% of our vaccines to In… https://t.co/jg6EpM9Gzg","'CovidVaccine', 'India', 'covishield'"
67685,"We are education and training professionals here to serve you.",TRUE,"Get educational materials for kids and adult English language learners.

https://t.co/lZj9XHwih0

#education #esl #lessonplans #lessons #English #AcademicTwitter #academicWriting #backtoschool #CovidVaccine","'education', 'esl', 'lessonplans', 'lessons', 'English', 'AcademicTwitter', 'academicWriting', 'backtoschool', 'CovidVaccine'"
27829,"poet pediatrician professor doing #medhum #healthequity #ecolit. granddaughter of Downtown NOLA⚜️ literary rep @patricianels. RT≠opinions=own. she/her.",TRUE,"It's been almost 1 year since I decided to get the #COVIDvaccine while in my 2nd trimester of pregnancy, and I'm so glad I did.

But so many other pregnant folks and babies are still at risk from COVID. This is alarming: https://t.co/AohbbGiKSo","'COVIDvaccine'"
32244,"Bio-loading",TRUE,"My dance after vaccination on """"1st of September"""" #Rollout  #CovidVaccine #Covishield #VaccineRollOutSA https://t.co/bqpZCrYF4w","'Rollout', 'CovidVaccine', 'Covishield', 'VaccineRollOutSA'"
37394,"Big Education Ape(A. P.arent E.ngaged)
http://t.co/cJstP7dFqg
http://t.co/86v1LGgtpO",FALSE,"Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES Sunday, January 31, 2021 #REDFORED #tbats… https://t.co/yPDilx6HyR","'REDFORED', 'tbats'"
75340,"Treehugging dirt worshipper thinking & living outside the box. Fitness/health nut. Gamer. Cannabis=medicine. Unfiltered. #PatientsNotProfits #1A #2A",TRUE,"Kim Iversen: OSHA SUSPENDS Biden's #CovidVaccine Mandate, SCATHING Court Opinion Calls It """"STAGGERINGLY Overbroad"""" https://t.co/L8bULy4xsF","'CovidVaccine'"
90848,"Moving forward and building a bridge into the future. Following, retweets and links do not constitute endorsement.",TRUE,"@XavierBecerra @DM_JusticeCan @MinJusticeEn @Puglaas @EU_Commission @WFP @UN_Women @lesoir @MSNBC @CP24 #COVID_19 C… https://t.co/9B7BKSaHiz","'COVID_19'"
11847,"The Center for African American Health gives preventative screenings, disease prevention & ailment management programs for the Black Community in Colorado!",TRUE,"Colorado is currently vaccinating eligible Coloradans for Phase 2 – the general public, 12 and over for the Pfizer vaccination.  #CovidVaccine #equityinhealthcare https://t.co/bytHQjsbU0","'CovidVaccine', 'equityinhealthcare'"
67425,"Taking action for freedom. Join our Cause and Make a Difference. #NotoVaccinePassports",TRUE,"Seeing the truth yet?
#GetVaccinated #GetTheShot #WearMasks #SocialDistance #WashHands #GetCovidTested #GetVaccinatedNow #Vaccination #Covid19Vaccination #DoIt #GetVaccinatedBeAmerican
#CovidVaccine #MandatoryVaccination #SchoolChoice  #orleg #orgov #orpol #StandUp4HumanRights https://t.co/DSoR9arEwi","'GetVaccinated', 'GetTheShot', 'WearMasks', 'SocialDistance', 'WashHands', 'GetCovidTested', 'GetVaccinatedNow', 'Vaccination', 'Covid19Vaccination', 'DoIt', 'GetVaccinatedBeAmerican', 'CovidVaccine', 'MandatoryVaccination', 'SchoolChoice', 'orleg', 'orgov', 'orpol', 'StandUp4HumanRights'"
21003,"#Conservative | #Constitution | @USTermLimits | #WeNeedANewParty              Politically Incorrect | Always Right ™",TRUE,"11/17/21 edition of my daily two-minute political talk radio feature #conservative #politics #talkradio #talkshow #podcast #children #covidvaccine #christians #vaccinemandates on #SoundCloud #np https://t.co/qk7FfCcZMC","'conservative', 'politics', 'talkradio', 'talkshow', 'podcast', 'children', 'covidvaccine', 'christians', 'vaccinemandates', 'SoundCloud', 'np'"
15690,NA,TRUE,"its really heart breaking to see news about people want to get vaccinated pero hindi ma accommodate lahat. most of the citizens willing mag pa vaccine so ang problema is yung pag rollout ng vaccine and yung limited na vaccine na dumarating sa bansa
#DeltaVariant 
#CovidVaccine","'DeltaVariant', 'CovidVaccine'"
28274,"#Father | #Digipreneuer | #Digitalization @SiemensHealth | #IoT | #SmartRemoteServices | #MedTech | #DigitalBusinessModel | #Dreamer | #Innovative | Views=Mine",TRUE,"Got boosted.... 

#COVIDBooster #GetVaccinated #FlattenTheCurve #CovidVaccine https://t.co/zkrwQvdhfI","'COVIDBooster', 'GetVaccinated', 'FlattenTheCurve', 'CovidVaccine'"
42538,".★ﾟ.No animal has more liberty than the 🐈.｡ﾟ★.
she/her/cat/no one's business ❌🐸👍🍞",TRUE,"Can #Canada get on getting us #Novavax? Phase 3 UK trials are done. Let's go, maybe we can be first 1-3 to get this?! It's whole spike protein as well vs pieces of it which might be best given #VariantsOfConcern.
#canpoli #CovidVaccine
https://t.co/MEvqFY7a2g","'Canada', 'Novavax', 'VariantsOfConcern', 'canpoli', 'CovidVaccine'"
80639,"There's so much to be grateful for, words are poor things. 🇺🇸",TRUE,"BA.2 Symptoms Usually Appear in This Order

#coronavirussymptoms #health #covidvaccine #coronavirustips #news #coronavirus
https://t.co/GOJIjzmQoR","'coronavirussymptoms', 'health', 'covidvaccine', 'coronavirustips', 'news', 'coronavirus'"
227,"News where you live. 
Share news tips: (804) 330-8888 or email us at news@wric.com 
Like us on Facebook: 8News",TRUE,"#COVID boosters now available for children ages 5 to 11 years old in #Virginia. https://t.co/Nm2JJKxPVf

#Health #Covid19 #COVIDvaccine #Virginianews","'COVID', 'Virginia', 'Health', 'Covid19', 'COVIDvaccine', 'Virginianews'"
44420,"Satire account for our waste of skin, make believe, entitled, criminal excuse for a Canadian Prime Minister ever 😡

👇🖕

#TrudeauRequiresJailtime",TRUE,"#OmicronVirus
#TrudeauNationalDisgrace
#TrudeauworstPMever
#TrudeauMustGo
#DEFundCBC
#TrudeauHasGotToGo
#WEScandal
#OmicronVariant
#Canada
#TrudeauCorruption
#CovidVaccine
#RapidAntigenTests

Sunwing https://t.co/mPy9ksYmhR","'OmicronVirus', 'TrudeauNationalDisgrace', 'TrudeauworstPMever', 'TrudeauMustGo', 'DEFundCBC', 'TrudeauHasGotToGo', 'WEScandal', 'OmicronVariant', 'Canada', 'TrudeauCorruption', 'CovidVaccine', 'RapidAntigenTests'"
93552,"Healthcare Worker ! Historian | Policy Analyst | World Explorer | Independent Thinker | NYC Health+Hospitals All opinions here are my own #HistoryMatters",TRUE,"#CovidVaccine is the perfect murder weapon because whoever died after #vaccination can’t be proved that they died due to one. But the fact remains that people died after #inoculation like a young #French man &amp; many others. #WarOnDrugs never ended. It just took on a new face.","'CovidVaccine', 'vaccination', 'inoculation', 'French', 'WarOnDrugs'"
32619,"Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",TRUE,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 16/08 at 10:30AM
FREE Slots 
#COVISHIELD - Dose1:28, Dose2:4
#COVAXIN - Dose1:3, Dose2:3
PAID Slots 
#COVISHIELD - Dose1:2390, Dose2:2353
#COVAXIN - Dose1:1486, Dose2:1417","'BBMP', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN', 'COVISHIELD', 'COVAXIN'"
82194,"I love to snowboard in the winter and enjoy cottage life in the summer! Sports fan, mostly hockey! #GoSENSGo #hockeytwitter",TRUE,"Boosted! #CovidVaccine","'CovidVaccine'"
57263,"Andhravilas Gives you  #Tollywood #Bollywood film News,#AndhraPradesh #Telangana News,#National    #Health #Business  #Trending Visit
https://t.co/vJFjY4CwOT",TRUE,"Ghaziabad school shut for 3 days after 2 students test Covid positive https://t.co/psPQXJY0kv #CovidVaccine #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #RadheShyam #coronaviruspandemic #memes 

Ghaziabad, April 11 - Two students studying at a private school here tes…","'CovidVaccine', 'Breakingnews', 'Indiapolitics', 'AndhraPolitics', 'NewsFeed', 'RadheShyam', 'coronaviruspandemic', 'memes'"
61592,"Forensic instructor/practioner and forever a student at heart. Never stop learning because life never stops teaching.",TRUE,"NM getaway, much needed #airbnb #CovidVaccine #NewMexico https://t.co/RTErDBCKqi","'airbnb', 'CovidVaccine', 'NewMexico'"
25131,"#BLM resource link below- (She/Her)
☮ #hippie✌ CEO of vibing // IG @ruby_robledo_",TRUE,"Again- I will reiterate the #CovidVaccine isn't a CURE nor does it stay in our system long-term. 😩 https://t.co/3aNWIywV3B","'CovidVaccine'"
19430,"All the tweets for breaking news & views.
Facebook: https://t.co/2JWnDQzN07
Telegram: https://t.co/zH3RWQyEo4",TRUE,"42-year-old Deepak Marawi from Bhopal dies nine days after being administered #Covaxin as a part of its clinical tr… https://t.co/xOted8RuyC","'Covaxin'"
22022,"Pro pineapple on pizza",TRUE,"Missed out on the opportunity to yell “one hundred and eiiiiighty” when I got my booster jab #nhs #CovidVaccine","'nhs', 'CovidVaccine'"
56762,"Medical News from Around the World",TRUE,"@medrxivpreprint Immunogenicity to BNT162b2 booster in adults who had previously received inactivated COVID-19 vaccination https://t.co/l8coo1CWbh @medrxivpreprint #immunogenicity #booster #thirdvaccine #vaccine #vaccination #covidvaccine #COVID19 #coronavirus #covid","'immunogenicity', 'booster', 'thirdvaccine', 'vaccine', 'vaccination', 'covidvaccine', 'COVID19', 'coronavirus', 'covid'"
21331,"I'm a proud mommy to a beautiful daughter and a handsome son! Professionally providing software quality assurance since 2008.",TRUE,"Lafayette folks! PayLess at the mall will take your name and give you a call if they have unused #covidvaccine dose… https://t.co/QLSxQANSIm","'covidvaccine'"
17371,"Family man, outdoorsman, huge sports fan. Looking for the humanity in people. Speaks up for those who has no voice. Protects those who can’t defend themselves.",TRUE,"Scientists were the one’s responsible for developing the #CovidVaccine.  Our government and @realDonaldTrump are re… https://t.co/2Qsz8dLK5O","'CovidVaccine'"
45589,"My goal is to make you uncomfortable. Hit me up on TikTok @TooTurntDad",TRUE,"Motherfuckers are bitching about a #CovidVaccine but have no problem taking a Flu shot. These are also the same peo… https://t.co/RBoWlIhoaG","'CovidVaccine'"
90816,"We are dedicated to the highest standards of patient care, education and research. Please allow up to  24 hours to reply to @ messages. https://t.co/pIEGpa5Vql",TRUE,"Penn Medicine is hosting two FREE #COVIDvaccine community clinics this Friday and Saturday! Walk-ins welcome or register in advance. Pediatric appointments available. https://t.co/mVl5aO5dRH","'COVIDvaccine'"
55760,"Premier Patient Friendly 24/7 Multi-Speciality Pre-Hospital, Clinic&Acute Care Facility at Whitefield, Bangalore. 
Contact: +91 901 409 1111
Email: info@rxdx.in",TRUE,"https://t.co/wI6bxCO560

If you wish to get vaccinated with COVAXIN instead (Whitefield branch only), please book your slot accordingly.

#COVID19 #covishieldindia #shortage #nocovishield #rxdx #bangalore #covidvaccine #vaccination","'COVID19', 'covishieldindia', 'shortage', 'nocovishield', 'rxdx', 'bangalore', 'covidvaccine', 'vaccination'"
21225,"Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",TRUE,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 21/11 at 02:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:446, Dose2:381
#COVAXIN - Dose1:447, Dose2:446","'URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN'"
82147,"Offering all elements of HR with knowledge in UK & US employment law. We want to help your business succeed.",TRUE,"Companies need to consider protecting all stakeholders. What safety measures are you putting in place?
#safety #workplace #socialresponsibility #LongCovid #CovidVaccine #VariantDelta #VariantsOfConcern #safe #returntotheoffice #HR #employees #uk #London 
https://t.co/Yfj7pPGzB5","'safety', 'workplace', 'socialresponsibility', 'LongCovid', 'CovidVaccine', 'VariantDelta', 'VariantsOfConcern', 'safe', 'returntotheoffice', 'HR', 'employees', 'uk', 'London'"
99424,"Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",TRUE,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 13/12 at 01:00PM
FREE Slots 
#COVISHIELD - Dose1:8958, Dose2:5462
#COVAXIN - Dose1:4951, Dose2:5412
PAID Slots 
#COVISHIELD - Dose1:7319, Dose2:3710
#COVAXIN - Dose1:3652, Dose2:3680
#SPUTNIKV - Dose1:294, Dose2:136","'BBMP', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN', 'COVISHIELD', 'COVAXIN', 'SPUTNIKV'"
90746,"Disabled from a bad work accident bored 95% of my day so made a Twitter don’t take what I say seriously 50% of the time",TRUE,"@RealCandaceO Have you heard the #NFL is firing people for refusing to get the #CovidVaccine So far 2 coaches have been fired for refusing to get this vaccination. Since when is this mandatory since when do people loose there right to choose. This isn’t land of the free anymore https://t.co/jwT0uSCy4L","'NFL', 'CovidVaccine'"
97161,"Minä olla suuri intiaanipaallikko. 
Heimokulttuuria ja hengenheimolaisia",TRUE,"@lindttii @SuneLang March 30, 2022
US FDA approves fifth #Covidvaccine #booster shots for 50 and older
The US Food and Drug Administration has approved a fifth #Covid_19 booster shot of #Pfizer-#BioNTech or #Moderna for people aged over 50 and some immunocompromised individuals

#Koronafi @LindenAki","'Covidvaccine', 'booster', 'Covid_19', 'Pfizer', 'BioNTech', 'Moderna', 'Koronafi'"
7275,"Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",TRUE,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/02 at 05:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:842, Dose2:9
#SPUTNIKV - Dose1:30, Dose2:0","'URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'SPUTNIKV'"
78186,NA,TRUE,"Mom got her first #CovidVaccine","'CovidVaccine'"
9490,"Member of the Conservative Party, part of the 50:50 campaign to get more women elected to parliament. Fully support @borisjohnson doing a difficult job",TRUE,"Just had my 1st jab, was pain free and I'm glad to have had it. 
Please if you are offered it, take it… https://t.co/E5USBznIQg",NA
56139,"Passionate about connecting employers, providers, and individuals to the tools they need to attain optimal health. Right now, focused on our #COVID19 platform",TRUE,"I Got a Trial Covid-19 Vaccine. Do I Still Have to Wear a Mask? @nytimes #covid19 #covidvaccine #wearamask… https://t.co/e5RmXrXMGN","'covid19', 'covidvaccine', 'wearamask'"
88420,"Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",TRUE,"45+ #URBAN #Bengaluru #CovidVaccine Availability for 16/04 at 05:30PM
FREE Slots 0
PAID Slots 0","'URBAN', 'Bengaluru', 'CovidVaccine'"
30686,NA,TRUE,"Mo Salah:

“These are doctors who have been studying and working on medicine for years. If I said vaccinations were wrong, it would be like random people on the street telling me how to play football. If the WHO say it’s right, we must follow them.”
#LFC  #COVID19  #CovidVaccine","'LFC', 'COVID19', 'CovidVaccine'"
16475,"A fish that is afraid of drowning in a river is ignorant of its gifts.",TRUE,"Virus Expert Warns Omicron is """"Almost Definitely Here Already""""

#coronavirustips #covidvaccine #health #news #coronavirus
https://t.co/zf2OynXcf4","'coronavirustips', 'covidvaccine', 'health', 'news', 'coronavirus'"
31519,"IPL Lover😉",TRUE,"@realpreityzinta I dont trust #CovidVaccine...even cases in our Country are increasing coz of this vaccine...Useless vaccine 💉","'CovidVaccine'"
10333,"EM doc @BaystateEM |@EMresearchUMMSB fellowship director |@AnnalsofEM SoMe editor |@FOAMpodcast co-founder #FOAMed |#impsci |🏳️‍🌈she/her #LGBTQinMedicine",TRUE,"I spoke out about my decision to get a  #CovidVaccine in pregnancy (+ our decision aids https://t.co/dRRGN7DE1H) to… https://t.co/2Paark0A8N","'CovidVaccine'"
50780,"❤️ID channel, 😻animals, 💃dancing. Married to the right man🎉.   @TheBrightonBeat 🎺 @MrCliffordBand 🍫 @BrianRigbyBand🎸@AFAStudio  #FBR #ONEV1 Z29 Z2",TRUE,"You don't necessarily have to go to the doctor or hospital to get vaccinated.

Creativity is the key to reaching mo… https://t.co/Q0fOpMkJNZ",NA
62907,"If you wanna change the world don’t be loud be loved.",TRUE,"2nd dose done.  #moderna #covidvaccine https://t.co/Y84fnriGm3","'moderna', 'covidvaccine'"
52087,"Hello friends join me....? 💯 💯 💯 follow back          other social links.instagram @alamgir_07 Instagram @food.heaven07 Instagram @life_and_nature7",TRUE,"#Good4U #CopaAmerica #VACCINE #COVID19 #CopaAmerica2021 #CovidVaccine #cameronherrin #EURO2020 #exoxgot7 #Euro2021 #morningmotivation #life #nature 
good morning everyone","'Good4U', 'CopaAmerica', 'VACCINE', 'COVID19', 'CopaAmerica2021', 'CovidVaccine', 'cameronherrin', 'EURO2020', 'exoxgot7', 'Euro2021', 'morningmotivation', 'life', 'nature'"
92793,"Providing behavioral science based litigation and political campaign strategies. Quietly becoming the premier political consulting firm of Florida.",TRUE,"Moving closer and closer to getting the job done.

#HerdImmunity 
#CovidVaccine 
#OrangeCounty https://t.co/YeA1dYUoMf","'HerdImmunity', 'CovidVaccine', 'OrangeCounty'"
46881,"Father, veteran, pro-choice, pro-gun, and generally an average joe #InformedConsent",TRUE,"@chicagosmayor And are you providing these communities with appropriate information about the vaccine? Are you expl… https://t.co/8qPQPy6rSV",NA
20929,"African| Researcher| PhD Health Economics| Plain talk| Views are my own| Work: African Constituencies Bureau - For the Global Fund | COVID19 on my mind",TRUE,"While the #CovidVaccine donation is welcome, what about the #coldchain?
Hoping #African countries will use the next month or so to get freezers and train people who will vaccinate so those vaccine rollout scaleups work! @acb4gf @AfricaCDC @WHOAFRO
https://t.co/Xx6WO1WmNS","'CovidVaccine', 'coldchain', 'African'"
99998,"#PanActivist #Innovator  #AppTester
#Africa #BLM  #BMHM
 An African Nationalist,Political Engineer,Security ,and Social  Scientist
@AfricaRepublic @Alkebulan_",TRUE,"Drug regulator denies Covid-19 vaccine link after elderly Swiss person dies after taking a shot
They are good at pl… https://t.co/2Q3l8S0p6f",NA
90510,"Official Twitter feed of Sam FM Bristol. Listen on 106.5fm. The home of Kam Kelly at Breakfast and Downsy at Drive.",TRUE,"NEWS: The first people have begun being processed at the new mass vaccination centre at Ashton Gate stadium in… https://t.co/oc2TIjBqkg",NA
29276,"(she/her)",TRUE,"Appointment booked! Feeling very grateful and relieved for my child to receive their 1st dose! Thank you, science. #CovidVaccine #vaccination #GetVaccinated #VaccinesWork","'CovidVaccine', 'vaccination', 'GetVaccinated', 'VaccinesWork'"
69017,"Shanghai JPS Dental has been exporting dental products to more than 60 countries. 
Aims to be one of the best product suppliers in China in the next decade.",TRUE,"@jps_medical @YouTube Please check this out😇
#vaccines #COVID19 #CovidVaccine #injections #health","'vaccines', 'COVID19', 'CovidVaccine', 'injections', 'health'"
7260,"Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",TRUE,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 22/04 at 08:00AM
FREE Slots 
#COVISHIELD - Dose1:103, Dose2:100
PAID Slots 0","'RURAL', 'Bengaluru', 'CovidVaccine', 'COVISHIELD'"
78077,NA,TRUE,"https://t.co/W4gTRyiB3R

Go to https://t.co/88NOMRbjWP &amp; use the promo code TrumpWon to save up to 66% off!

#FrankSpeech #LindellTV #MyPillow #Covidvaccine #Vaccine #DonaldJTrump #Trump #PresidentTrump #forcedvaccination #vaccinemandate #2020election #VoterFraud #diamondandsilk","'FrankSpeech', 'LindellTV', 'MyPillow', 'Covidvaccine', 'Vaccine', 'DonaldJTrump', 'Trump', 'PresidentTrump', 'forcedvaccination', 'vaccinemandate', '2020election', 'VoterFraud', 'diamondandsilk'"
92023,"Intuitive researcher #Literature #DivineFeminine. #AAPI
#Indigenous 
#BlackLivesMatter #Ecofeminism
#AntiWar
#BioIntegrity vs.#BioColonialism",TRUE,"@JustinTrudeau Many notable """"sudden and unexpected"""" and """"before their time"""" deaths since the start of  #Covidvaccine #VaccineMandate.  58 is the new 85?","'Covidvaccine', 'VaccineMandate'"
17367,"England wide covid Info, on a daily basis
Cases - Based on 'Date reported' 
Deaths - Based on 'Within 28 days'",TRUE,"Would you get the covid 19 Vaccine? 

#Covid_19 #CovidVaccine #coronavirusuk #LockdownChaos","'Covid_19', 'CovidVaccine', 'coronavirusuk', 'LockdownChaos'"
47668,"Theme Lead @uoftmedicine/ PhD student @ihpmeuoft / Lecturer @uoftpharmacy
Interested #collaboration #healthcare #pharmacy.  I talk about food a lot. My opinions",TRUE,"Great overview &amp; counseling points for people who are Astra Zeneca #CovidVaccine especially in “hotspots” where hig… https://t.co/9FRhnsl6MZ","'CovidVaccine'"
96593,"Committed to raise the profile of Mental Health issues. Determined to support the many,against the chosen few.",FALSE,"Hide and seek Champions........Lord Lucan...The chap from number 21,who went out for a packet of fags 10 years ago.… https://t.co/7UBm3VA5b3",NA
